sample_index,Scenario,instructions,cpu-migrations,mem_access_rd,mem_access_wr,cache-misses,L1-icache-loads,dTLB-store-misses
2022,Benign,3550284880.0,0.0,814830341.0,625188156.0,50660711.0,1901638539.0,2254221.0
2023,Attack,8104963321.0,1196.0,1741671017.0,1329080522.0,64488116.0,3367690973.0,3687048.0
2024,Attack,4876967458.0,0.0,941770082.0,835284206.0,53569127.0,2050559987.0,3381063.0
2025,Attack,5989708736.0,0.0,1281374853.0,1091758060.0,55060367.0,2487674686.0,3128424.0
2026,Attack,9824303254.0,0.0,1763265701.0,1514339362.0,68495507.0,3389117475.0,3612284.0
2027,Benign,5494562451.0,0.0,1437475421.0,1026218877.0,65288875.0,2386971372.0,3986718.0
2028,Benign,3075238631.0,0.0,720082557.0,638819213.0,54179080.0,1517725113.0,3363336.0
2029,Attack,6964310909.0,1103.0,1250250231.0,1023191859.0,59141679.0,2568052921.0,3396282.0
2030,Attack,10931078928.0,1103.0,2314518076.0,2044331741.0,81313992.0,4864243967.0,4516098.0
2031,Attack,4654292557.0,0.0,626380345.0,637260587.0,11636585.0,1728593716.0,427013.0
2032,Attack,5627063252.0,0.0,1027316003.0,872907403.0,22149367.0,1966836266.0,837188.0
2033,Attack,5344152568.0,0.0,1304824351.0,968523538.0,71845718.0,2491314394.0,4060236.0
2034,Attack,8823449623.0,0.0,1904803147.0,1882328013.0,46580933.0,3725073208.0,1909321.0
2035,Attack,5479827105.0,0.0,1018731097.0,833450239.0,44018083.0,2391518069.0,2008091.0
2036,Attack,5873056580.0,0.0,830902672.0,961345305.0,58303027.0,2569287010.0,3098229.0
2037,Benign,2922063236.0,0.0,791940796.0,593472902.0,40893089.0,1515932294.0,2722912.0
2038,Attack,5001155754.0,0.0,1029057728.0,812555576.0,59630763.0,2505882321.0,4470160.0
2039,Benign,3050344039.0,0.0,636453705.0,504002002.0,25967258.0,1472876184.0,1516703.0
2040,Attack,22945556787.0,0.0,2880994809.0,623595851.0,137068065.0,6165142130.0,20704224.0
2041,Attack,5727666178.0,0.0,1296949909.0,1053683604.0,62327031.0,2565010017.0,2779733.0
2042,Attack,4527293937.0,0.0,1114120252.0,900096967.0,49787336.0,2163632444.0,2890505.0
2043,Attack,721191170.0,0.0,210738365.0,415679042.0,4683790.0,688619793.0,944849.0
2044,Attack,5064873440.0,0.0,1128153652.0,858339677.0,42698698.0,1899102381.0,1573303.0
2045,Attack,9206835395.0,1330.0,1614162434.0,1340942133.0,90233046.0,4006449649.0,4198024.0
2046,Benign,3068665470.0,0.0,905662222.0,711413461.0,59841308.0,1450473520.0,2403380.0
2047,Attack,9011804808.0,1174.0,1637254749.0,1358663382.0,76359868.0,3259090601.0,4561581.0
2048,Attack,4153356275.0,0.0,580207809.0,561010924.0,7868895.0,1681660977.0,522480.0
2049,Benign,3050192479.0,0.0,825717466.0,640560763.0,49172036.0,1551692373.0,2580334.0
2050,Attack,5514413288.0,0.0,1258350258.0,915145650.0,59260910.0,2689337839.0,4546018.0
2051,Attack,6339023161.0,0.0,1331471180.0,1061276356.0,63303670.0,3115265792.0,3438558.0
2052,Attack,3388705678.0,0.0,336570010.0,343189548.0,4345331.0,1142672262.0,288725.0
2053,Benign,3243144219.0,0.0,832226973.0,615208777.0,49885401.0,1633974192.0,2263117.0
2054,Attack,11897983565.0,0.0,2254030431.0,2052934208.0,88203418.0,5417748647.0,3404379.0
2055,Attack,5996951013.0,1106.0,1332417993.0,1143850430.0,45165684.0,2332612725.0,3569601.0
2056,Attack,634326620.0,0.0,266183034.0,413916444.0,6529748.0,330045966.0,808345.0
2057,Attack,9546565126.0,0.0,1369900930.0,1234626904.0,46026129.0,3839916148.0,2452024.0
2058,Attack,8317825181.0,0.0,1120254796.0,891925036.0,59616110.0,2641252429.0,4945932.0
2059,Attack,5355279048.0,0.0,1006191318.0,975113662.0,55550711.0,2421916147.0,3749130.0
2060,Attack,8478746564.0,1255.0,1863771753.0,1554494552.0,82319203.0,3533442823.0,4478937.0
2061,Benign,3884539389.0,0.0,1106943993.0,828186606.0,61604997.0,2122683038.0,2920634.0
2062,Benign,3817264557.0,0.0,701555487.0,596485633.0,54475927.0,1347917826.0,3394472.0
2063,Attack,9267723038.0,0.0,1787024081.0,1663077286.0,64547634.0,3996892819.0,2477719.0
2064,Attack,11273631566.0,1284.0,2720089925.0,2428850413.0,76028025.0,4389330479.0,3703746.0
2065,Benign,2960825192.0,0.0,831246351.0,632264986.0,50706835.0,1509588474.0,2829674.0
2066,Attack,6110447724.0,0.0,1588204716.0,1180973439.0,85535713.0,2906559931.0,5105816.0
2067,Benign,2826484302.0,0.0,704894736.0,556295508.0,35436988.0,1331096299.0,2542395.0
2068,Benign,6641491320.0,1123.0,1358666437.0,1027760510.0,92922866.0,2609424918.0,4601282.0
2069,Benign,105766430.0,0.0,43087273.0,44579873.0,1875544.0,47613671.0,37431.0
2070,Attack,6100348335.0,0.0,703354381.0,667493031.0,11098418.0,2501170376.0,892191.0
2071,Attack,8570183437.0,0.0,1883155903.0,1864288740.0,56583473.0,3656944561.0,2319460.0
2072,Benign,2945384389.0,0.0,829366844.0,612371475.0,41762480.0,1639819474.0,2506338.0
2073,Attack,7792887647.0,1134.0,1282861613.0,1156565219.0,52724742.0,3577504395.0,2922155.0
2074,Attack,4312242224.0,0.0,846627032.0,768409153.0,12512573.0,1367946310.0,415665.0
2075,Benign,5690519227.0,1022.0,1343039332.0,987311192.0,78528355.0,2889446454.0,4574957.0
2076,Attack,6065894358.0,0.0,903906307.0,895325970.0,60306171.0,1870158994.0,2860673.0
2077,Benign,3319251752.0,0.0,734059226.0,589700656.0,48412686.0,1377351410.0,2849128.0
2078,Benign,3196828505.0,0.0,810656892.0,608841398.0,50785054.0,1496292616.0,2512215.0
2079,Benign,2968589774.0,0.0,837089954.0,596383318.0,47397989.0,1729647059.0,2267280.0
2080,Attack,6317529847.0,0.0,871695067.0,698630841.0,41843293.0,2193435501.0,3123770.0
2081,Attack,9704001073.0,1093.0,1952343844.0,1603115765.0,72165300.0,3816528385.0,3791150.0
2082,Attack,7298572647.0,1174.0,1201057890.0,978919079.0,53104229.0,3384074084.0,2973016.0
2083,Attack,6045862260.0,1112.0,1476479233.0,1230313379.0,58141372.0,2999035203.0,2979507.0
2084,Attack,6761189871.0,0.0,1343375429.0,1191418420.0,48055232.0,2759522229.0,2564632.0
2085,Attack,7372047415.0,0.0,1349940078.0,1108192495.0,34545279.0,2276077110.0,1755104.0
2086,Attack,6614814646.0,0.0,1269571904.0,1071391524.0,53333469.0,2843810893.0,3738323.0
2087,Attack,4435914310.0,0.0,540020619.0,551711094.0,9020549.0,1502028807.0,515510.0
2088,Benign,112202763.0,0.0,21835192.0,28521246.0,3941334.0,36638466.0,43721.0
2089,Benign,2957630845.0,0.0,832782402.0,646045011.0,50562287.0,1426116852.0,2822986.0
2090,Attack,11118096703.0,0.0,2562433355.0,2288519896.0,85131928.0,4956240141.0,4679307.0
2091,Attack,10171874253.0,1604.0,2425775210.0,2146123358.0,78026796.0,4630122635.0,4836329.0
2092,Benign,173574399.0,0.0,28512160.0,26389364.0,1826892.0,76602213.0,44191.0
2093,Benign,1837189859.0,0.0,589329762.0,407144186.0,22213141.0,1156046634.0,1434232.0
2094,Benign,5326584046.0,0.0,1402738590.0,1110576678.0,67363209.0,2330137737.0,4303134.0
2095,Attack,7242488034.0,0.0,873779417.0,682188297.0,55709424.0,3234832589.0,2077797.0
2096,Attack,1472785048.0,0.0,330008007.0,287506535.0,2036124.0,731555243.0,398263.0
2097,Attack,7881148723.0,0.0,1416800619.0,1208361976.0,42610509.0,3134054268.0,3022937.0
2098,Attack,4491785009.0,0.0,400677143.0,421565234.0,4398483.0,1621359057.0,227409.0
2099,Attack,10783678678.0,0.0,2433204749.0,2293811911.0,70598679.0,4668863449.0,2769273.0
2100,Benign,3074235958.0,0.0,797630226.0,608634594.0,41962924.0,1551328152.0,2551603.0
2101,Attack,4456960850.0,0.0,576591901.0,489004205.0,27706461.0,2169030078.0,1307202.0
2102,Benign,2796118878.0,0.0,871326403.0,649646858.0,42000685.0,1530507242.0,2329392.0
2103,Benign,2844163321.0,0.0,844895197.0,610595129.0,45464727.0,1441139564.0,2449994.0
2104,Attack,7551665210.0,1138.0,1307182642.0,1120652631.0,56204638.0,3268838867.0,3148773.0
2105,Benign,237167929.0,0.0,24306666.0,21233237.0,1810772.0,78103509.0,56596.0
2106,Attack,4728926680.0,0.0,882925910.0,712100892.0,30080160.0,1882527002.0,938809.0
2107,Attack,5072362044.0,0.0,791077411.0,690939033.0,37962428.0,1885187898.0,1723236.0
2108,Attack,8415179770.0,1420.0,2078892471.0,1649398116.0,75156600.0,4063435428.0,3894156.0
2109,Attack,8017747322.0,0.0,1579301732.0,1591734206.0,41352724.0,3737971351.0,1805662.0
2110,Attack,6077550461.0,0.0,1514426746.0,1303978164.0,79280988.0,2743856433.0,4704929.0
2111,Benign,3291142444.0,0.0,822150313.0,571292615.0,52367911.0,1567380809.0,3107535.0
2112,Benign,75870029.0,0.0,55933907.0,72342656.0,810453.0,78765431.0,81062.0
2113,Benign,3068641546.0,0.0,807344725.0,647601206.0,48201465.0,1562132671.0,2908624.0
2114,Attack,3922664124.0,0.0,585853827.0,591766878.0,12518168.0,1912609005.0,1236447.0
2115,Benign,2675833554.0,0.0,877267537.0,678361241.0,27152773.0,1122772435.0,1166183.0
2116,Benign,3009293352.0,0.0,842644572.0,632760365.0,50453576.0,1464965249.0,2786693.0
2117,Attack,11659048663.0,0.0,2131608328.0,1982804808.0,95624613.0,4892332907.0,3216973.0
2118,Attack,7094991597.0,0.0,1136770549.0,986915115.0,71155005.0,2978287497.0,2684046.0
2119,Benign,123581366.0,0.0,20283534.0,20389945.0,1030107.0,146817146.0,42625.0
2120,Attack,11876777419.0,1326.0,2093944176.0,1695790708.0,99095814.0,4937264309.0,5302391.0
2121,Attack,9149435811.0,1085.0,1828705519.0,1600633530.0,65473794.0,3774263241.0,3193806.0
2122,Attack,11470661317.0,1193.0,2507500094.0,2178380456.0,87994826.0,4900849865.0,4039466.0
2123,Attack,7740808619.0,0.0,1412217521.0,1316290944.0,27170540.0,2391934373.0,864712.0
2124,Attack,10073890942.0,1126.0,1376753427.0,1137849448.0,80948689.0,4320607318.0,4657322.0
2125,Benign,2034003160.0,0.0,593074364.0,451310845.0,24921162.0,1159499823.0,1359015.0
2126,Benign,3180171456.0,0.0,806569787.0,607566402.0,48896129.0,1551709456.0,2860186.0
2127,Attack,7329337621.0,1148.0,1452270883.0,1205700139.0,60246998.0,3240794365.0,4008346.0
2128,Benign,2870979705.0,0.0,791096271.0,580468301.0,45567277.0,1553144520.0,2847312.0
2129,Attack,2095026371.0,0.0,302965693.0,308982549.0,3324329.0,418447835.0,425725.0
2130,Attack,4208362213.0,0.0,698299496.0,724656728.0,5756422.0,1362793466.0,321459.0
2131,Benign,3032391124.0,0.0,758654914.0,577993991.0,43357458.0,1357845460.0,2684611.0
2132,Benign,6166585918.0,1150.0,1467035278.0,1114189719.0,80022823.0,3264035686.0,4814328.0
2133,Benign,2588544627.0,0.0,481768464.0,369197293.0,47552219.0,1274725772.0,1411554.0
2134,Attack,7918696290.0,1154.0,1665309316.0,1365113133.0,63240122.0,3514301979.0,3479314.0
2135,Benign,6307818813.0,0.0,1591618683.0,1157197891.0,97082527.0,2685735352.0,4017285.0
2136,Attack,7089775490.0,0.0,1034315474.0,882271637.0,35381524.0,3046542534.0,2172077.0
2137,Attack,11031695832.0,1354.0,2414318752.0,2232356870.0,74486279.0,4872972873.0,4966858.0
2138,Attack,6821040642.0,1225.0,1338834193.0,1069528291.0,81616838.0,3007527288.0,4393022.0
2139,Benign,83245664.0,0.0,132102711.0,147593407.0,1045598.0,37495561.0,41880.0
2140,Attack,5180755983.0,0.0,951975420.0,878846875.0,11669309.0,1703640939.0,636686.0
2141,Benign,2330903200.0,0.0,705903966.0,527885348.0,33496808.0,955841665.0,1143984.0
2142,Attack,4752314674.0,0.0,514797461.0,524802925.0,13050844.0,1870103946.0,600532.0
2143,Benign,2699214677.0,0.0,949318731.0,664549463.0,31481734.0,1467269940.0,2440831.0
2144,Attack,3029782078.0,0.0,262776270.0,271322553.0,7314041.0,887740604.0,317442.0
2145,Attack,10043222213.0,1177.0,2010892660.0,1583185493.0,72327599.0,4119177417.0,4814183.0
2146,Attack,6399511993.0,0.0,711927240.0,650757363.0,38653889.0,3025184206.0,1817711.0
2147,Benign,3542067407.0,0.0,841248867.0,655458110.0,56726011.0,1603113377.0,3122289.0
2148,Attack,5209147647.0,0.0,1142323169.0,936956514.0,39017641.0,2265796998.0,3180356.0
2149,Attack,6791049282.0,0.0,1583565570.0,1586724136.0,38773338.0,3051476498.0,1293709.0
2150,Benign,5906204238.0,1014.0,1573981882.0,1106132745.0,81540125.0,2198170981.0,4710870.0
2151,Attack,6986772567.0,0.0,1434789114.0,1118047184.0,53685857.0,3114060393.0,3081674.0
2152,Attack,6450413450.0,0.0,1094636732.0,961767647.0,34622118.0,2436218734.0,1304647.0
2153,Benign,222868211.0,0.0,16375697.0,15749422.0,1250935.0,169998702.0,78119.0
2154,Attack,3203573503.0,0.0,907618257.0,827676911.0,38282991.0,1724575528.0,2229894.0
2155,Attack,4080174470.0,0.0,851537156.0,934679586.0,39173461.0,1934164952.0,2869855.0
2156,Attack,9839446715.0,0.0,1843270079.0,1481720587.0,63387125.0,3568268870.0,4628514.0
2157,Benign,2547379118.0,0.0,782845713.0,613977879.0,46628792.0,1527913778.0,2282232.0
2158,Attack,7320846180.0,0.0,1535097145.0,1084629909.0,89273792.0,3082852064.0,3913758.0
2159,Benign,3296539983.0,0.0,740003030.0,553523108.0,44512335.0,1356217006.0,2839504.0
2160,Attack,6510174460.0,1045.0,1285308579.0,1064434832.0,38942279.0,3121103327.0,2807398.0
2161,Benign,150457454.0,0.0,15323525.0,14716101.0,1092339.0,85337671.0,56269.0
2162,Attack,6180541865.0,0.0,895643123.0,856027171.0,15725884.0,2067367830.0,955427.0
2163,Benign,2806921829.0,0.0,911544683.0,656686149.0,52620780.0,1467673353.0,2665352.0
2164,Attack,6398358053.0,0.0,751773050.0,701787389.0,12148992.0,2333499770.0,757747.0
2165,Attack,7234075046.0,0.0,904804346.0,856394487.0,17069753.0,2154607655.0,582468.0
2166,Benign,3023029980.0,0.0,719553897.0,563309854.0,41351434.0,1433440732.0,2854398.0
2167,Attack,4079619840.0,0.0,963943907.0,831886374.0,56618528.0,1891848426.0,3083824.0
2168,Attack,4514878866.0,0.0,945292243.0,788152188.0,56020826.0,2654109453.0,3390462.0
2169,Attack,8628116277.0,1155.0,2072863143.0,1634549227.0,84840442.0,4149676413.0,4437290.0
2170,Attack,5827592576.0,0.0,1677041157.0,1438855636.0,47154474.0,3026305430.0,2798037.0
2171,Benign,2819477762.0,0.0,883459287.0,697318964.0,37141558.0,1659969738.0,2289011.0
2172,Benign,137560982.0,0.0,22821655.0,25113668.0,1501559.0,35974431.0,111230.0
2173,Benign,4993045877.0,1008.0,1340912996.0,1001341734.0,72158833.0,2397605946.0,4132513.0
2174,Benign,2994427539.0,0.0,802930528.0,602525312.0,46021810.0,1507231785.0,2614808.0
2175,Attack,8833642687.0,1285.0,1346811177.0,1166209101.0,58265194.0,3188025718.0,3669206.0
2176,Attack,3924437738.0,0.0,811430807.0,626891426.0,54894441.0,1583026045.0,3004374.0
2177,Benign,1924615900.0,0.0,393053251.0,287455636.0,25689744.0,610968590.0,630162.0
2178,Benign,2753644680.0,0.0,887312540.0,636928300.0,42690438.0,1560312629.0,2560318.0
2179,Benign,3261191020.0,0.0,708456101.0,551276635.0,43316497.0,1106838245.0,3274918.0
2180,Attack,10020551186.0,1059.0,1343235597.0,1195960579.0,66779011.0,3770106419.0,4645756.0
2181,Attack,9400581761.0,1164.0,2009372073.0,1668529173.0,110535095.0,3646474408.0,5312370.0
2182,Attack,3189744743.0,0.0,709398570.0,914586237.0,48991071.0,1610138686.0,3228522.0
2183,Benign,2704723190.0,0.0,847146588.0,616914699.0,38560935.0,1612904015.0,2170015.0
2184,Benign,1895237618.0,0.0,493614520.0,387585270.0,19828980.0,961726857.0,1257955.0
2185,Benign,2910605756.0,0.0,682457745.0,542402992.0,41401153.0,1258952852.0,2491982.0
2186,Benign,3623413237.0,0.0,960364369.0,724647156.0,51644005.0,2004819621.0,2849550.0
2187,Benign,3001844945.0,0.0,781742748.0,586418206.0,43345935.0,1415402741.0,2841238.0
2188,Attack,4183639984.0,0.0,854312073.0,841348674.0,21309592.0,1680673967.0,949044.0
2189,Attack,6673289393.0,0.0,987465780.0,960793026.0,59936173.0,2090063814.0,3796206.0
2190,Attack,2849574927.0,0.0,386327681.0,395613740.0,3086491.0,821754793.0,328362.0
2191,Attack,5101613559.0,0.0,651891462.0,681019594.0,29240275.0,1891372635.0,1046788.0
2192,Attack,9146764630.0,0.0,1529472451.0,1353961281.0,48747441.0,3464429337.0,2430153.0
2193,Attack,6771610795.0,0.0,1082340464.0,862222474.0,42831269.0,2750533922.0,3511578.0
2194,Attack,7388996943.0,0.0,1354182219.0,1340010844.0,39483181.0,3428158612.0,1237304.0
2195,Attack,10265269550.0,1165.0,1896894235.0,1534427205.0,69259147.0,4130458074.0,4128830.0
2196,Attack,10009599428.0,1021.0,1500676749.0,1323086154.0,40252685.0,3158887197.0,3145344.0
2197,Benign,130295579.0,0.0,36663762.0,35769925.0,1224798.0,117024481.0,280973.0
2198,Benign,5749370277.0,0.0,1193519782.0,940462560.0,80301895.0,2751791274.0,4911598.0
2199,Attack,7943061229.0,1018.0,1740220877.0,1364951410.0,91235702.0,3395598263.0,4667383.0
2200,Attack,8663534943.0,0.0,1305824202.0,1139521091.0,65806250.0,3481151707.0,3510958.0
2201,Attack,6883709425.0,0.0,1682038278.0,1700689099.0,32535018.0,4073997602.0,1739758.0
2202,Benign,3305825850.0,0.0,635339870.0,556476765.0,41528612.0,1350803520.0,3101932.0
2203,Benign,3067165714.0,0.0,849528760.0,650359114.0,45458604.0,1372194638.0,2448565.0
2204,Attack,11827733828.0,1203.0,2318160254.0,1902454767.0,107812076.0,5318802693.0,5700822.0
2205,Attack,10790344862.0,1492.0,2264053877.0,2084429859.0,85314554.0,4698735880.0,4695967.0
2206,Attack,8354909029.0,0.0,1270019248.0,1065568961.0,56274190.0,3314429424.0,2988242.0
2207,Attack,8251615266.0,0.0,1656962712.0,1510596843.0,73609475.0,3552902755.0,2986933.0
2208,Attack,3766566351.0,0.0,479475741.0,436680393.0,8978672.0,1665900485.0,595863.0
2209,Benign,2827362622.0,0.0,742293257.0,582718283.0,40853738.0,1389024236.0,2488706.0
2210,Benign,3422046680.0,0.0,729785827.0,588481338.0,46622158.0,1347618350.0,3149970.0
2211,Attack,4909998563.0,0.0,1166058980.0,933558944.0,45822378.0,2457831719.0,2916950.0
2212,Benign,3825303196.0,0.0,828457520.0,586333086.0,47550148.0,1787251795.0,2081123.0
2213,Attack,3918993217.0,0.0,724479879.0,578010752.0,14683711.0,1716463512.0,1135772.0
2214,Benign,2266867415.0,0.0,579074492.0,424217721.0,40151279.0,1033638421.0,1333305.0
2215,Attack,8827577068.0,1006.0,1311706332.0,1104895866.0,70725708.0,3239755908.0,4459716.0
2216,Benign,5586133434.0,1153.0,1214392705.0,880432825.0,81422486.0,2612055437.0,3945482.0
2217,Benign,3075329394.0,0.0,744837968.0,542034785.0,43286285.0,1497023108.0,3211084.0
2218,Benign,3381224423.0,0.0,872238077.0,621397849.0,48244117.0,1610045667.0,3123863.0
2219,Attack,7576804610.0,1035.0,1543544420.0,1330281037.0,55371964.0,2805640775.0,3403755.0
2220,Attack,5392086314.0,0.0,1350204334.0,1052535325.0,51824842.0,2368923607.0,3066953.0
2221,Attack,3054042645.0,0.0,256338816.0,283812569.0,5043928.0,780066758.0,231300.0
2222,Benign,5924710886.0,1089.0,1449811972.0,1055937678.0,84083361.0,2229036100.0,4292578.0
2223,Benign,6348164843.0,1005.0,1640787796.0,1187186334.0,91320812.0,2922700886.0,4721223.0
2224,Attack,5643408673.0,1011.0,1157975922.0,1025903980.0,56875091.0,2275345793.0,3808989.0
2225,Attack,5373584504.0,0.0,851812511.0,708847166.0,41590626.0,2050556489.0,3332246.0
2226,Attack,7498940477.0,0.0,1337459401.0,1087014871.0,67948728.0,2871047789.0,4146003.0
2227,Attack,8983497280.0,0.0,1269615590.0,1135496421.0,51405854.0,3233379976.0,3219050.0
2228,Attack,4278484226.0,0.0,876049136.0,746032836.0,10789999.0,1755018165.0,693629.0
2229,Benign,2673353448.0,0.0,840185613.0,605597944.0,46612596.0,1444842304.0,2408811.0
2230,Attack,2323612601.0,0.0,268613798.0,285343749.0,4109090.0,566946737.0,110450.0
2231,Attack,6688902389.0,1156.0,1411597357.0,1201893377.0,44534362.0,3218246399.0,3130890.0
2232,Benign,3151414976.0,0.0,721779941.0,568230653.0,36477653.0,1336109748.0,2636688.0
2233,Attack,11545451389.0,1362.0,2121695873.0,1852169691.0,84767870.0,4997809399.0,4636035.0
2234,Benign,3981529239.0,0.0,845412463.0,678261278.0,48171469.0,1831442556.0,3562898.0
2235,Benign,3221706662.0,0.0,776430739.0,609429310.0,54571875.0,1415935955.0,3443932.0
2236,Attack,4477548916.0,0.0,544627463.0,505643725.0,8531144.0,1832500402.0,764757.0
2237,Attack,3943969656.0,0.0,1113106475.0,885005801.0,57930215.0,2059672713.0,2943320.0
2238,Attack,4867059603.0,0.0,1001149456.0,801499593.0,50651981.0,2244203356.0,4579980.0
2239,Benign,2972056799.0,0.0,816530876.0,617286496.0,41755621.0,1365482620.0,2643551.0
2240,Attack,7292483597.0,1044.0,1393310153.0,1168779022.0,57129306.0,2749557157.0,3486908.0
2241,Attack,6394316076.0,0.0,768602364.0,722667374.0,12703289.0,1672882269.0,481906.0
2242,Benign,2923993054.0,0.0,782032558.0,592562730.0,41134459.0,1393545129.0,2431564.0
2243,Benign,2444698109.0,0.0,489376276.0,335355842.0,22690175.0,1334479994.0,1623130.0
2244,Attack,4847228395.0,0.0,1175264283.0,1192119814.0,65196005.0,2425623347.0,4260914.0
2245,Benign,5232676445.0,0.0,1366923520.0,1052206779.0,66843548.0,2759544781.0,3901168.0
2246,Attack,10461907633.0,0.0,2657293898.0,2320742785.0,82957253.0,4599555873.0,4117293.0
2247,Benign,3251186791.0,0.0,814377869.0,591797951.0,43828419.0,1390391174.0,2633391.0
2248,Benign,4489730782.0,0.0,1118924242.0,841267179.0,57872161.0,1893431806.0,3279316.0
2249,Attack,5229495469.0,0.0,1356262505.0,992409316.0,63063524.0,2791607775.0,4548024.0
2250,Attack,5280044950.0,0.0,1172418986.0,928146187.0,49720709.0,2283343455.0,2755381.0
2251,Benign,5229281765.0,0.0,1122853255.0,885558727.0,86325843.0,2379116822.0,4300880.0
2252,Attack,7296926867.0,0.0,1674182824.0,1644603660.0,78711508.0,3317444095.0,5459720.0
2253,Attack,5555905741.0,0.0,966389039.0,842410085.0,42499366.0,2264963187.0,3030337.0
2254,Benign,2354592364.0,0.0,568278148.0,478634196.0,38200586.0,1288452642.0,1667328.0
2255,Benign,3080528899.0,0.0,750256638.0,582730725.0,45244855.0,1472274336.0,2909763.0
2256,Attack,8254113740.0,1003.0,1574772324.0,1232223882.0,71947443.0,3276429286.0,4592646.0
2257,Benign,2918851311.0,0.0,784014579.0,586987157.0,39812427.0,1368045344.0,2583402.0
2258,Attack,10285775041.0,1647.0,2274534715.0,1953018783.0,80031198.0,4482910313.0,4346329.0
2259,Attack,7834898841.0,1055.0,1522791772.0,1288981358.0,49578361.0,3077966252.0,2994750.0
2260,Attack,4254153118.0,0.0,520327711.0,495513361.0,12763197.0,1951474505.0,832540.0
2261,Benign,5202109477.0,0.0,1263024730.0,942802773.0,77235677.0,2161838579.0,3701831.0
2262,Benign,2518599111.0,0.0,582848779.0,502981879.0,36967069.0,1286842879.0,1603885.0
2263,Benign,2886541932.0,0.0,790135201.0,566075530.0,35878092.0,1357967811.0,1842540.0
2264,Attack,6595016903.0,1042.0,1334770371.0,1078208668.0,80396686.0,2995899445.0,4600706.0
2265,Benign,3145354657.0,0.0,806957942.0,605797149.0,50560092.0,1571192808.0,3113043.0
2266,Attack,10523581090.0,1267.0,2520218984.0,2188582068.0,83317634.0,4196991354.0,4281480.0
2267,Attack,11040293643.0,1208.0,1893787124.0,1712901219.0,66805617.0,4865481274.0,4241039.0
2268,Attack,6230522843.0,1074.0,1508626392.0,1151642843.0,66217531.0,2921598133.0,3863638.0
2269,Benign,799334131.0,0.0,17508546.0,17222315.0,7804486.0,47230274.0,67919.0
2270,Attack,6760312031.0,0.0,1391894898.0,1167541009.0,56894772.0,2968266793.0,2603420.0
2271,Attack,8565191764.0,1209.0,1763618452.0,1363237653.0,63541515.0,3801809014.0,4024235.0
2272,Benign,3419306390.0,0.0,751896661.0,578658416.0,48072916.0,1465782005.0,2533901.0
2273,Benign,4288085992.0,0.0,1102192506.0,904515301.0,82578036.0,2097160140.0,3305758.0
2274,Benign,3044280687.0,0.0,842005961.0,643515100.0,52378376.0,1533192544.0,2604752.0
2275,Attack,6275472579.0,0.0,1050367778.0,927149640.0,40119691.0,2911632501.0,1600455.0
2276,Attack,7717844381.0,1152.0,1156673175.0,1021954746.0,70616038.0,3032170587.0,4198403.0
2277,Benign,2977520140.0,0.0,750758278.0,572485076.0,41091104.0,1474139748.0,2419248.0
2278,Benign,3297431748.0,0.0,778840019.0,578781446.0,48643460.0,1510755532.0,2543652.0
2279,Attack,11193849016.0,0.0,2095414192.0,1939009457.0,61536088.0,4895049871.0,3223698.0
2280,Attack,5781935136.0,0.0,836095070.0,794973594.0,14985753.0,1842135247.0,683632.0
2281,Attack,3901213018.0,0.0,435356592.0,450985678.0,7087456.0,1888235052.0,912002.0
2282,Benign,3156753616.0,0.0,732783759.0,587407990.0,49700766.0,1433558448.0,3026580.0
2283,Attack,4553557664.0,0.0,415875260.0,369513879.0,15213044.0,1346702330.0,490831.0
2284,Benign,1983597067.0,0.0,574589756.0,408609326.0,21324240.0,1073151019.0,1400891.0
2285,Benign,2343338069.0,0.0,686173190.0,579010182.0,34450580.0,1098086995.0,1493680.0
2286,Benign,3143556783.0,0.0,760254398.0,645621662.0,52759463.0,1493883932.0,2978803.0
2287,Attack,10059154622.0,1103.0,1678764507.0,1427567086.0,81287012.0,3560951962.0,4441072.0
2288,Attack,5398722638.0,0.0,984111324.0,840650117.0,59698274.0,2522777341.0,2795314.0
2289,Attack,8419501094.0,1128.0,1366596956.0,1214395808.0,74263419.0,3145986850.0,4081710.0
2290,Attack,5261920143.0,0.0,1483650023.0,1363189971.0,78982547.0,3123894091.0,4671043.0
2291,Attack,3832895636.0,0.0,866293338.0,904763272.0,18472733.0,1927154030.0,853471.0
2292,Attack,13789319673.0,1325.0,2398059634.0,2206832447.0,90478305.0,5276122111.0,4261196.0
2293,Benign,4119440862.0,0.0,1048774368.0,749315229.0,55871869.0,1904444371.0,3513272.0
2294,Benign,2425262652.0,0.0,564998075.0,422000703.0,27228749.0,1317679515.0,1522299.0
2295,Attack,4778388134.0,0.0,1050800548.0,869824527.0,48664940.0,1997257380.0,3565238.0
2296,Benign,2742239143.0,0.0,756027360.0,488367666.0,24410361.0,1505943287.0,2035995.0
2297,Attack,7064628758.0,0.0,1015411398.0,862880702.0,34061697.0,2532794527.0,1565126.0
2298,Benign,2501466140.0,0.0,590963406.0,463334710.0,35223029.0,1336350930.0,1862906.0
2299,Benign,3055028673.0,0.0,746017359.0,589932187.0,44249533.0,1515588787.0,2996705.0
2300,Benign,124609721.0,0.0,23821626.0,19707430.0,1234520.0,38383184.0,80070.0
2301,Attack,8452518468.0,1205.0,1757749452.0,1429387546.0,100669939.0,3730196114.0,4865943.0
